title,url,description,job_levels,languages,assessment_length_minutes,remote_testing,adaptive_irt,test_type_codes,test_types,downloads
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.","Entry-Level, Mid-Professional",English (USA),5,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Fact Sheet_Reviewing_Forms.pdf"", ""language"": ""English (USA)""}]"
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.","Mid-Professional, Professional Individual Contributor",English (USA),11,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Ruby (New).pdf"", ""language"": ""English (USA)""}]"
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.","Mid-Professional, Professional Individual Contributor",English (USA),11,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Ruby on Rails (New).pdf"", ""language"": ""English (USA)""}]"
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.",Entry-Level,"English (USA), English (Australia), English International, Chinese Simplified, French, Spanish, Portuguese (Brazil), Italian, Dutch, Latin American Spanish, French (Canada), German",20,True,False,"S, B","Simulation, Behavioral","[{""title"": ""Detailed Report"", ""url"": ""https://service.shl.com/docs/Sample_DetailedReport_UKE.pdf"", ""language"": ""English International""}, {""title"": ""Development Report"", ""url"": ""https://service.shl.com/docs/Sample_DevelopmentReport_UKE.pdf"", ""language"": ""English International""}, {""title"": ""Interview Report"", ""url"": ""https://service.shl.com/docs/Sample_InterviewReport_UKE.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Candidate_Detailed_Report_(Sales_Service Phone Simulation).pdf"", ""language"": ""English (USA)""}, {""title"": ""Factsheet"", ""url"": ""https://service.shl.com/docs/CCSims Phone Agent - Fact Sheet.pdf"", ""language"": ""English (USA)""}]"
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,"As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.",Entry-Level,"English (USA), Latin American Spanish, English (Australia), English International, Chinese Simplified, Spanish, German, Dutch, Italian, French, Portuguese (Brazil), French (Canada)",35,True,False,"B, P, S","Behavioral, Personality, Simulation","[{""title"": ""Detailed Report"", ""url"": ""https://service.shl.com/docs/Sample_DetailedReport_UKE.pdf"", ""language"": ""English International""}, {""title"": ""Development Report"", ""url"": ""https://service.shl.com/docs/Sample_DevelopmentReport_UKE.pdf"", ""language"": ""English International""}, {""title"": ""Interview Report"", ""url"": ""https://service.shl.com/docs/Sample_InterviewReport_UKE.pdf"", ""language"": ""English International""}, {""title"": ""Factsheet"", ""url"": ""https://service.shl.com/docs/CCSims Phone Agent - Fact Sheet.pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Candidate_Detailed_Report_(Sales_Service Phone Solution).pdf"", ""language"": ""English (USA)""}]"
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor",English International,,True,False,"P, P","Personality, Personality","[{""title"": ""Fact Sheet"", ""url"": ""https://service.shl.com/docs/OPQ_MQ_Sales_Report_Fact_Sheet.pdf"", ""language"": ""English International""}]"
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","English International, Finnish",,True,False,P,Personality,[]
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",,,True,False,P,Personality,"[{""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation IC UKE.pdf"", ""language"": ""English International""}]"
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,"Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",,,True,False,P,Personality,"[{""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Individual Contributor) 2.0 International English.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Individual Contributor) 2.0 International English.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Individual Contributor) 2.0 Latin American Spanish.pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Individual Contributor) 2.0 Latin American Spanish.pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Individual Contributor) 2.0 US English (1).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Individual Contributor) 2.0 US English (1).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report - Individual Contributor 2.0 Simplified Chinese.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report - Individual Contributor 2.0 Simplified Chinese.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Individual Contributor) 2.0 French (1).pdf"", ""language"": ""French""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Individual Contributor) 2.0 French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Individual Contributor) 2.0 German (1).pdf"", ""language"": ""German""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Individual Contributor) 2.0 German.pdf"", ""language"": ""German""}]"
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.","Director, Executive, Front Line Manager, Manager, Supervisor",,,True,False,P,Personality,"[{""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation SM UKE.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Insight Development Report SM UKE Sample.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation SM USE.pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/SM USE sample.pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report - Sales Manager_Japanese.pdf"", ""language"": ""Japanese""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report - Sales Manager_Japanese.pdf"", ""language"": ""Japanese""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development report(Sales_Mgr)_Dutch_Sample.pdf"", ""language"": ""Dutch""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/SalesTransformationRecruiterReport-SalesManager_French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development report(Sales_Mgr)_French_Sample.pdf"", ""language"": ""French""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/SalesTransformationDevelopmentReport-SalesManager_German.pdf"", ""language"": ""German""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/SalesTransformationRecruiterReport-SalesManager_German.pdf"", ""language"": ""German""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/SalesTransformationDevelopmentReport-SalesManager_Spanish.pdf"", ""language"": ""Spanish""}]"
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.","Director, Executive, Front Line Manager, Manager, Supervisor",,,True,False,P,Personality,"[{""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Manager) 2.0 International English (1).pdf"", ""language"": ""English International""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Manager) 2.0 International English (1).pdf"", ""language"": ""English International""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Manager) 2.0 Latin American Spanish.pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Manager) 2.0 Latin American Spanish.pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Manager) 2.0 US English (1).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Manager) 2.0 US English (1).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Manager) 2.0 Simplified Chinese.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report - Sales Manager 2.0 Simplified Chinese.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Manager) 2.0 French (1).pdf"", ""language"": ""French""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Manager) 2.0 French (1).pdf"", ""language"": ""French""}, {""title"": ""Sample Report (Recruiter)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Recruiter Report (Manager) 2.0 German.pdf"", ""language"": ""German""}, {""title"": ""Sample Report (Development)"", ""url"": ""https://service.shl.com/docs/Sales Transformation Development Report (Manager) 2.0 German (1).pdf"", ""language"": ""German""}]"
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.","Mid-Professional, Professional Individual Contributor",English (USA),15,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Salesforce Development (New).pdf"", ""language"": ""English (USA)""}]"
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.","Mid-Professional, Professional Individual Contributor",English (USA),12,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP ABAP (Advanced Level) (New).pdf"", ""language"": ""English (USA)""}]"
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.","Mid-Professional, Professional Individual Contributor",English (USA),9,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP ABAP (Intermediate Level) (New).pdf"", ""language"": ""English (USA)""}]"
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.","Mid-Professional, Professional Individual Contributor",English (USA),9,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP Basis (New).pdf"", ""language"": ""English (USA)""}]"
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.","Mid-Professional, Professional Individual Contributor",English (USA),10,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP Business Objects WebI (New).pdf"", ""language"": ""English (USA)""}]"
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.","Mid-Professional, Professional Individual Contributor",English (USA),9,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP BW (Business Warehouse) (New).pdf"", ""language"": ""English (USA)""}]"
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.","Mid-Professional, Professional Individual Contributor",English (USA),,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP HCM (Human Capital Management) (New).pdf"", ""language"": ""English (USA)""}]"
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.","Mid-Professional, Professional Individual Contributor",English (USA),20,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP Hybris (New).pdf"", ""language"": ""English (USA)""}]"
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.","Mid-Professional, Professional Individual Contributor",English (USA),10,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP Materials Management (New).pdf"", ""language"": ""English (USA)""}]"
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.","Mid-Professional, Professional Individual Contributor",English (USA),8,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/SAP SD (Sales and Distribution) (New).pdf"", ""language"": ""English (USA)""}]"
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.","Graduate, Mid-Professional, Professional Individual Contributor",English (USA),12,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Search Engine Optimization (New).pdf"", ""language"": ""English (USA)""}]"
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.","Mid-Professional, Professional Individual Contributor",English (USA),10,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Selenium (New).pdf"", ""language"": ""English (USA)""}]"
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.","Mid-Professional, Professional Individual Contributor",English (USA),10,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Shell Scripting (New).pdf"", ""language"": ""English (USA)""}]"
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,"Professional Individual Contributor, Graduate, Manager, Mid-Professional","Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norwegian, Swedish, French, German, Italian, Dutch, Chinese Simplified, English (USA)",20,True,True,"A, S","Ability, Simulation","[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet Verify Interactive - Inductive_12of15.pdf"", ""language"": ""English (USA)""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive DA FINAL V3.pdf"", ""language"": ""Danish""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive NL FINAL V2.pdf"", ""language"": ""Dutch""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive FR FINAL V2.pdf"", ""language"": ""French""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive DE FINAL V3.pdf"", ""language"": ""German""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive IT FINAL V3.pdf"", ""language"": ""Italian""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive SV FINAL V2.pdf"", ""language"": ""Swedish""}]"
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.","Graduate, Manager, Mid-Professional, Professional Individual Contributor","Chinese Traditional, Romanian, Turkish, Polish, Greek, Latin American Spanish, Portuguese (Brazil), Japanese, Hungarian, Czech, French (Canada), Slovak, Serbian, English International, English (USA), German, Italian, Indonesian, Korean, Russian, Arabic, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, French, Dutch, Chinese Simplified, Spanish, Portuguese",20,True,True,"A, S","Ability, Simulation","[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive.pdf"", ""language"": ""English (USA)""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive DA FINAL V3.pdf"", ""language"": ""Danish""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive NL FINAL V2.pdf"", ""language"": ""Dutch""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive FR FINAL V2.pdf"", ""language"": ""French""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive DE FINAL V3.pdf"", ""language"": ""German""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive IT FINAL V3.pdf"", ""language"": ""Italian""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive SV FINAL V2.pdf"", ""language"": ""Swedish""}]"
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Assesses how the candidate comprehends numerical information in various formats.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor","French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic",20,True,True,"A, S","Ability, Simulation","[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical.pdf"", ""language"": ""English (USA)""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical DA FINAL V3.pdf"", ""language"": ""Danish""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical NL FINAL V2.pdf"", ""language"": ""Dutch""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical FR FINAL V2.pdf"", ""language"": ""French""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical DE FINAL V3.pdf"", ""language"": ""German""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical IT FINAL V3.pdf"", ""language"": ""Italian""}, {""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical SV FINAL V2.pdf"", ""language"": ""Swedish""}]"
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.","Graduate, Manager, Mid-Professional, Professional Individual Contributor","English (USA), Chinese Traditional, Korean, Serbian, Slovak, Spanish, English International, Danish, Swedish, Norwegian, Finnish, Latvian, Lithuanian, Estonian, Portuguese, Hungarian, Thai, Czech, Polish, Turkish, Portuguese (Brazil), Romanian, Latin American Spanish, Italian, French (Canada), Chinese Simplified, Dutch, German, French, Russian, Indonesian, Greek, Japanese",36,True,True,A,Ability,"[{""title"": ""Verify Interactive G+ Fact Sheet"", ""url"": ""https://service.shl.com/docs/Verify Interactive G plus Factsheet.pdf"", ""language"": ""English (USA)""}]"
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.",Entry-Level,"English (USA), English International",10,True,True,A,Ability,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Verify Interactive Numerical Calc Factsheet .pdf"", ""language"": ""English (USA)""}]"
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.","Mid-Professional, Professional Individual Contributor",English (USA),8,True,False,K,Knowledge,"[{""title"": ""Product Fact Sheet"", ""url"": ""https://service.shl.com/docs/Siebel Development (New).pdf"", ""language"": ""English (USA)""}]"
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,"SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion. Language Availability The Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. The Admin interface is available in US English and Simplified Chinese (CN server).","Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),,True,False,P,Personality,"[{""title"": ""Flyer"", ""url"": ""https://service.shl.com/docs/TA2000910 Smart Interview Live Flyer-FINAL 6.3.24.pdf"", ""language"": ""English (USA)""}]"
